,Battery Voltage [V],Velocity [km/h],Battery Temperature [°C],Cabin Temperature Sensor [°C],Heat Exchanger Temperature [°C],Throttle [%],SoC [%]
7962,366.86,137.38,23.0,23.5,5.0,65.65,75.39
7963,366.51,137.36,23.0,23.5,5.0,65.15,75.34
7964,366.18,137.49,23.0,23.5,5.0,65.0,75.3
7965,365.98,137.72,23.0,23.5,5.0,64.68,75.3
7966,365.77,137.87,23.0,23.5,5.0,64.45,75.3
7967,365.47,137.96,23.0,23.5,5.0,64.13,75.3
7968,365.21,138.09,23.0,23.5,5.0,63.15,75.3
7969,365.31,138.28,23.0,23.5,5.0,61.96,75.3
7970,365.42,138.41,23.19,23.5,5.0,61.03,75.3
7971,365.62,138.54,23.45,23.5,5.0,59.47,75.3
7972,365.82,138.56,23.71,23.5,5.0,58.33,75.3
7973,366.02,138.57,23.97,23.5,5.0,57.87,75.3
7974,366.23,138.59,24.0,23.5,5.0,56.45,75.29
7975,366.53,138.72,24.0,23.5,5.0,56.05,75.24
7976,366.83,138.77,24.0,23.5,5.0,56.35,75.2
7977,367.08,138.96,24.0,23.5,5.0,57.08,75.2
7978,367.31,139.13,24.0,23.5,5.0,57.93,75.2
7979,367.36,139.14,24.0,23.5,5.0,57.93,75.2
7980,367.42,139.05,24.0,23.5,5.0,57.28,75.2
7981,367.62,139.18,24.0,23.52,5.0,56.36,75.2
7982,367.83,139.23,24.0,23.54,5.0,54.77,75.2
7983,368.13,139.26,24.0,23.56,5.0,53.26,75.2
7984,368.47,139.31,24.0,23.57,5.0,51.26,75.2
7985,369.17,139.45,24.0,23.59,5.0,49.01,75.2
7986,369.89,139.45,24.0,23.61,5.0,47.48,75.2
7987,370.79,139.45,24.0,23.62,5.0,46.7,75.2
7988,371.69,139.23,24.0,23.64,5.0,45.15,75.2
7989,372.59,139.19,24.0,23.66,5.0,45.35,75.2
7990,373.45,139.08,24.0,23.67,5.0,46.0,75.2
7991,373.9,138.92,24.0,23.67,5.0,47.87,75.2
7992,374.27,138.84,24.0,23.67,5.0,51.68,75.19
7993,373.97,138.75,24.0,23.67,5.0,56.03,75.14
7994,373.61,138.6,24.0,23.67,5.0,60.06,75.1
7995,372.71,138.37,24.0,23.67,5.0,62.88,75.1
7996,371.81,138.16,24.0,23.67,5.0,63.9,75.1
7997,370.96,138.2,24.0,23.67,5.0,64.82,75.1
7998,370.12,138.22,24.0,23.67,5.0,65.38,75.1
7999,369.32,138.26,24.0,23.67,5.0,67.0,75.1
8000,368.52,138.33,24.0,23.67,5.0,68.56,75.1
8001,367.72,138.34,24.0,23.67,5.0,70.0,75.1
8002,366.95,138.39,24.0,23.67,5.0,70.93,75.1
8003,366.45,138.48,24.0,23.67,5.0,71.58,75.1
8004,365.95,138.58,24.0,23.67,5.0,71.58,75.1
8005,365.45,138.71,24.0,23.67,5.0,71.58,75.1
8006,364.96,138.83,24.0,23.67,5.0,71.58,75.1
8007,364.61,138.94,24.0,23.67,5.0,71.58,75.1
8008,364.27,139.08,24.0,23.67,5.0,71.58,75.09
8009,364.02,139.21,24.0,23.67,5.0,71.58,75.04
8010,363.76,139.33,24.0,23.67,5.0,71.25,75.0
8011,363.41,139.49,24.0,23.67,5.0,71.25,75.0
8012,363.08,139.7,24.0,23.67,5.0,71.25,75.0
8013,362.88,139.9,24.0,23.67,5.0,71.25,75.0
8014,362.7,140.09,24.0,23.67,5.0,70.75,75.0
8015,362.7,140.35,24.0,23.67,5.0,69.92,75.0
8016,362.72,140.51,24.0,23.67,5.0,68.53,75.0
8017,362.92,140.72,24.0,23.67,5.0,67.83,75.0
8018,363.09,140.83,24.0,23.67,5.0,67.55,74.99
8019,363.04,140.98,24.0,23.67,5.0,67.55,74.94
8020,363.01,141.11,24.0,23.67,5.0,67.23,74.9
8021,363.06,141.31,24.0,23.67,5.0,67.23,74.9
8022,363.1,141.51,24.0,23.67,5.0,67.23,74.9
8023,363.1,141.55,24.0,23.67,5.0,67.23,74.9
8024,363.09,141.67,24.0,23.67,5.0,67.0,74.9
8025,363.04,141.83,24.0,23.67,5.0,66.9,74.9
8026,362.99,142.02,24.0,23.67,5.0,66.9,74.9
8027,362.94,142.08,24.0,23.67,5.0,66.9,74.9
8028,362.92,142.2,24.0,23.67,5.0,66.6,74.9
8029,363.07,142.27,24.0,23.67,5.0,66.4,74.9
8030,363.22,142.32,24.0,23.67,5.0,65.43,74.89
8031,363.37,142.52,24.0,23.67,5.0,64.3,74.84
8032,363.53,142.58,24.0,23.67,5.0,63.2,74.8
8033,363.83,142.7,24.0,23.67,5.0,63.2,74.8
8034,364.12,142.8,24.0,23.67,5.0,62.51,74.8
8035,364.27,142.86,24.0,23.67,5.0,60.8,74.8
8036,364.43,142.99,24.0,23.67,5.0,60.0,74.8
8037,364.68,143.03,24.0,23.67,5.0,58.13,74.8
8038,364.93,143.12,24.0,23.67,5.0,57.24,74.8
8039,365.23,143.19,24.0,23.67,5.0,56.45,74.8
8040,365.53,143.26,24.0,23.67,5.0,56.05,74.8
8041,365.78,143.33,24.0,23.67,5.0,56.05,74.8
8042,366.03,143.34,24.0,23.67,5.0,55.75,74.79
8043,366.33,143.4,24.0,23.67,5.0,55.7,74.74
8044,366.62,143.44,24.0,23.67,5.0,55.7,74.7
8045,366.82,143.5,24.0,23.67,5.0,55.8,74.7
8046,367.01,143.57,24.0,23.67,5.0,56.26,74.7
8047,367.06,143.61,24.0,23.67,5.0,57.88,74.7
8048,367.08,143.51,24.0,23.67,5.0,60.1,74.7
8049,366.88,143.5,24.0,23.67,5.0,60.1,74.7
8050,366.67,143.61,24.0,23.67,5.0,60.3,74.7
8051,366.42,143.73,24.0,23.67,5.0,60.7,74.7
8052,366.17,143.79,24.0,23.67,5.0,61.03,74.7
8053,365.92,143.83,24.0,23.67,5.0,61.12,74.7
8054,365.67,143.84,24.0,23.67,5.0,61.33,74.7
8055,365.37,144.02,24.0,23.67,5.0,61.72,74.7
8056,365.07,144.17,24.0,23.67,5.0,62.88,74.69
8057,364.82,144.22,24.0,23.67,5.0,62.55,74.64
8058,364.62,144.32,24.0,23.67,5.0,62.1,74.6
8059,364.82,144.53,24.0,23.67,5.0,61.73,74.6
8060,365.02,144.56,24.0,23.67,5.0,61.03,74.6
8061,365.22,144.57,24.0,23.67,5.0,60.15,74.6
8062,365.43,144.65,24.0,23.67,5.0,58.48,74.6
8063,365.68,144.75,24.0,23.67,5.0,57.65,74.6
8064,365.93,144.77,24.0,23.67,5.0,56.45,74.6
8065,366.18,144.84,24.0,23.67,5.0,56.4,74.6
8066,366.42,144.89,24.0,23.67,5.0,56.68,74.6
8067,366.62,144.93,24.0,23.67,5.0,56.88,74.6
8068,366.79,144.94,24.0,23.67,5.0,57.08,74.6
8069,366.74,144.97,24.0,23.67,5.0,57.48,74.6
8070,366.71,145.03,24.0,23.67,5.0,57.28,74.59
8071,366.81,145.13,24.0,23.67,5.0,57.28,74.54
8072,366.9,145.18,24.0,23.67,5.0,57.15,74.5
8073,366.9,145.21,24.0,23.67,5.0,57.05,74.5
8074,366.91,145.19,24.0,23.67,5.0,56.88,74.5
8075,367.01,145.19,24.0,23.67,5.0,57.0,74.5
8076,367.1,145.23,24.0,23.67,5.0,56.83,74.5
8077,367.1,145.22,24.0,23.67,5.0,56.78,74.5
8078,367.12,145.21,24.0,23.67,5.0,56.35,74.5
8079,367.32,145.2,24.0,23.67,5.0,55.08,74.5
8080,367.56,145.26,24.0,23.67,5.0,51.92,74.5
8081,368.16,145.31,24.0,23.67,5.0,48.35,74.5
8082,368.84,145.24,24.0,23.67,5.0,45.22,74.5
8083,370.14,145.23,24.0,23.67,5.0,43.9,74.5
8084,371.38,145.25,24.0,23.67,5.0,43.03,74.5
8085,372.18,145.1,24.0,23.67,5.0,42.52,74.5
8086,372.97,144.95,24.0,23.67,5.0,41.65,74.5
8087,373.62,144.82,24.0,23.67,5.0,40.64,74.5
8088,374.24,144.69,24.0,23.67,5.0,40.03,74.5
8089,374.64,144.55,24.0,23.67,5.0,40.08,74.5
8090,375.03,144.44,24.0,23.67,5.0,40.12,74.5
8091,375.33,144.25,24.0,23.67,5.0,40.23,74.5
8092,375.63,144.04,24.0,23.67,5.0,40.08,74.5
8093,375.88,143.79,24.0,23.67,5.0,39.7,74.5
8094,376.13,143.59,24.0,23.67,5.0,39.75,74.49
8095,376.43,143.43,24.0,23.67,5.0,40.23,74.44
8096,376.71,143.21,24.0,23.67,5.0,40.23,74.4
8097,376.81,143.05,24.0,23.67,5.0,40.12,74.4
8098,376.9,142.89,24.0,23.67,5.0,40.4,74.4
8099,376.9,142.67,24.0,23.67,5.0,40.55,74.4
8100,376.89,142.41,24.0,23.67,5.0,40.95,74.4
8101,376.84,142.21,24.0,23.67,5.0,43.54,74.4
8102,376.78,142.01,24.0,23.67,5.0,46.22,74.4
8103,376.58,141.83,24.0,23.67,5.0,48.4,74.4
8104,376.36,141.63,24.0,23.67,5.0,50.34,74.4
8105,375.96,141.47,24.0,23.67,5.0,52.43,74.4
8106,375.53,141.27,24.0,23.67,5.0,53.45,74.4
8107,374.88,141.1,24.0,23.67,5.0,56.45,74.4
8108,374.22,140.97,24.0,23.67,5.0,58.72,74.4
8109,373.47,140.8,24.0,23.67,5.0,60.89,74.4
8110,372.7,140.73,24.0,23.67,5.0,62.75,74.4
8111,371.8,140.74,24.0,23.67,5.0,64.22,74.4
8112,370.89,140.68,24.0,23.67,5.0,65.05,74.4
8113,369.89,140.56,24.0,23.67,5.0,65.0,74.4
8114,368.94,140.54,24.0,23.67,5.0,64.73,74.4
8115,368.34,140.66,24.0,23.67,5.0,64.83,74.4
8116,367.75,140.82,24.0,23.67,5.0,65.05,74.4
8117,367.25,140.91,24.0,23.67,5.0,65.65,74.4
8118,366.75,140.91,24.0,23.67,5.0,65.98,74.4
8119,366.25,140.94,24.0,23.67,5.0,65.98,74.4
8120,365.78,141.09,24.0,23.67,5.0,65.98,74.4
8121,365.58,141.1,24.0,23.67,5.0,65.87,74.4
8122,365.37,141.12,24.0,23.67,5.0,65.38,74.39
8123,365.07,141.21,24.0,23.67,5.0,65.38,74.34
8124,364.77,141.38,24.0,23.67,5.0,65.38,74.3
8125,364.47,141.44,24.0,23.67,5.0,64.64,74.3
8126,364.21,141.6,24.0,23.67,5.0,63.66,74.3
8127,364.31,141.7,24.0,23.67,5.0,61.43,74.3
8128,364.42,141.9,24.0,23.67,5.0,61.18,74.3
8129,364.57,142.07,24.0,23.67,5.0,61.03,74.3
8130,364.72,142.19,24.0,23.67,5.0,61.03,74.3
8131,364.87,142.3,24.0,23.67,5.0,60.65,74.3
8132,365.03,142.42,24.0,23.67,5.0,59.93,74.3
8133,365.28,142.44,24.0,23.67,5.0,60.1,74.3
8134,365.48,142.61,24.0,23.67,5.0,60.49,74.29
8135,365.33,142.75,24.0,23.67,5.0,60.9,74.24
8136,365.17,142.82,24.0,23.67,5.0,61.73,74.2
8137,364.92,142.94,24.0,23.67,5.0,62.65,74.2
8138,364.67,142.97,24.0,23.67,5.0,63.35,74.2
8139,364.37,143.03,24.0,23.67,5.0,63.2,74.2
8140,364.1,143.14,24.0,23.67,5.0,63.15,74.2
8141,364.1,143.36,24.0,23.67,5.0,63.2,74.2
8142,364.1,143.5,24.0,23.67,5.0,63.14,74.2
8143,364.1,143.57,24.0,23.67,5.0,63.08,74.2
8144,364.11,143.75,24.0,23.67,5.0,63.03,74.2
8145,364.16,143.91,24.0,23.67,5.0,62.88,74.2
8146,364.21,143.99,24.0,23.67,5.0,62.7,74.2
8147,364.31,144.1,24.0,23.67,5.0,62.28,74.2
8148,364.42,144.12,24.0,23.67,5.0,61.63,74.19
8149,364.62,144.25,24.0,23.67,5.0,60.56,74.14
8150,364.83,144.36,24.0,23.67,5.0,60.1,74.1
8151,365.08,144.49,24.0,23.67,5.0,59.07,74.1
8152,365.32,144.55,24.0,23.67,5.0,57.97,74.1
8153,365.52,144.61,24.0,23.67,5.0,56.94,74.1
8154,365.73,144.63,24.0,23.67,5.0,55.13,74.1
8155,365.98,144.76,24.0,23.67,5.0,54.6,74.1
8156,366.22,144.9,24.0,23.67,5.0,54.5,74.1
8157,366.42,144.87,24.0,23.67,5.0,54.6,74.1
8158,366.63,144.81,24.0,23.67,5.0,54.05,74.1
8159,366.88,144.76,24.0,23.67,5.0,53.21,74.1
8160,367.13,144.92,24.0,23.67,5.0,52.86,74.1
8161,367.43,144.99,24.0,23.65,5.0,52.27,74.1
8162,367.75,145.01,24.0,23.64,5.0,51.18,74.09
8163,368.2,144.98,24.0,23.62,5.0,50.67,74.04
8164,368.65,144.96,24.0,23.6,5.0,50.42,74.0
8165,369.1,144.88,24.0,23.59,5.0,49.55,74.0
8166,369.55,144.87,24.0,23.57,5.0,49.38,74.0
8167,370.0,144.81,24.0,23.55,5.0,49.38,74.0
8168,370.43,144.77,24.0,23.54,5.0,49.33,74.0
8169,370.68,144.69,24.0,23.52,5.0,48.73,74.0
8170,370.95,144.62,24.0,23.5,5.0,47.98,74.0
8171,371.4,144.55,24.0,23.5,5.0,47.53,74.0
8172,371.82,144.45,24.0,23.5,5.0,47.38,74.0
8173,372.02,144.26,24.0,23.5,5.0,47.32,74.0
8174,372.24,144.13,24.0,23.5,5.0,47.53,74.0
8175,372.59,144.09,24.0,23.5,5.0,47.85,74.0
8176,372.89,143.93,24.0,23.5,5.0,48.4,74.0
8177,372.84,143.77,24.0,23.5,5.0,49.02,74.0
8178,372.78,143.58,24.0,23.5,5.0,49.7,74.0
8179,372.58,143.46,24.0,23.5,5.0,51.28,74.0
8180,372.37,143.41,24.0,23.5,5.0,53.04,74.0
8181,372.12,143.26,24.0,23.5,5.0,54.92,74.0
8182,371.85,143.24,24.0,23.5,5.0,57.38,74.0
8183,371.35,143.18,24.0,23.5,5.0,58.95,74.0
8184,370.83,143.17,24.0,23.5,5.0,60.5,74.0
8185,370.18,143.1,24.0,23.5,5.0,61.95,74.0
8186,369.54,143.06,24.0,23.5,5.0,62.88,74.0
8187,368.94,143.08,24.0,23.5,5.0,63.6,74.0
8188,368.35,143.01,24.0,23.5,5.0,63.8,73.99
8189,367.85,142.98,24.0,23.5,5.0,63.8,73.94
8190,367.35,142.97,24.0,23.5,5.0,64.13,73.9
8191,366.85,142.98,24.0,23.5,5.0,64.73,73.9
8192,366.36,143.07,24.0,23.5,5.0,65.38,73.9
8193,366.01,143.16,24.0,23.5,5.0,65.75,73.9
8194,365.67,143.21,24.0,23.5,5.0,65.75,73.9
8195,365.42,143.25,24.0,23.5,5.0,65.65,73.9
8196,365.17,143.33,24.0,23.5,5.0,65.38,73.9
8197,364.92,143.47,24.0,23.5,5.0,65.38,73.9
8198,364.66,143.54,24.0,23.5,5.0,65.15,73.9
8199,364.31,143.56,24.0,23.5,5.0,64.95,73.9
8200,363.99,143.65,24.26,23.5,5.0,64.13,73.9
8201,363.89,143.77,24.6,23.5,5.0,62.61,73.9
8202,363.83,143.86,24.95,23.5,5.0,60.8,73.89
8203,364.08,143.94,25.0,23.5,5.0,60.3,73.84
8204,364.32,144.02,25.0,23.5,5.0,59.72,73.8
8205,364.52,144.11,25.0,23.5,5.0,58.7,73.8
8206,364.73,144.14,25.0,23.5,5.0,57.0,73.8
8207,365.03,144.19,25.0,23.5,5.0,54.67,73.8
8208,365.35,144.26,25.0,23.5,5.0,53.47,73.8
8209,365.85,144.3,25.0,23.5,5.0,52.37,73.8
8210,366.37,144.32,25.0,23.5,5.0,51.23,73.8
8211,367.02,144.34,25.0,23.5,5.0,51.08,73.8
8212,367.65,144.31,25.0,23.5,5.0,50.73,73.8
8213,368.1,144.27,25.0,23.5,5.0,49.95,73.8
8214,368.56,144.24,25.0,23.5,5.0,49.55,73.8
8215,369.11,144.24,25.0,23.5,5.0,49.7,73.8
8216,369.63,144.23,25.0,23.5,5.0,50.05,73.8
8217,369.93,144.24,25.0,23.5,5.0,50.57,73.8
8218,370.18,144.11,25.0,23.5,5.0,51.5,73.79
8219,369.98,144.08,25.0,23.5,5.0,53.25,73.74
8220,369.78,144.04,25.0,23.51,5.0,54.92,73.7
8221,369.58,143.96,25.0,23.52,5.0,57.09,73.7
8222,369.36,143.85,25.0,23.54,5.0,58.63,73.7
8223,369.01,143.77,25.0,23.56,5.0,59.66,73.7
8224,368.67,143.68,25.0,23.57,5.0,59.78,73.7
8225,368.42,143.63,25.0,23.59,5.0,60.1,73.7
8226,368.15,143.62,25.0,23.61,5.0,61.42,73.7
8227,367.65,143.57,25.0,23.62,5.0,62.55,73.7
8228,367.17,143.45,25.0,23.64,5.0,62.88,73.7
8229,366.92,143.53,25.0,23.66,5.0,62.92,73.7
8230,366.67,143.63,25.0,23.67,5.0,63.2,73.7
8231,366.37,143.58,25.0,23.67,5.0,63.2,73.7
8232,366.07,143.57,25.0,23.67,5.0,63.2,73.7
8233,365.82,143.59,25.0,23.67,5.0,63.2,73.7
8234,365.57,143.59,25.0,23.67,5.0,63.2,73.7
8235,365.32,143.6,25.0,23.67,5.0,63.2,73.7
8236,365.07,143.64,25.0,23.67,5.0,63.2,73.69
8237,364.77,143.68,25.0,23.67,5.0,63.2,73.64
8238,364.47,143.72,25.0,23.67,5.0,63.2,73.6
8239,364.17,143.77,25.0,23.67,5.0,63.2,73.6
8240,363.88,143.84,25.0,23.67,5.0,63.2,73.6
8241,363.68,143.95,25.0,23.67,5.0,63.14,73.6
8242,363.51,144.05,25.0,23.67,5.0,62.98,73.6
8243,363.56,144.19,25.0,23.67,5.0,62.88,73.6
8244,363.61,144.29,25.0,23.67,5.0,62.65,73.6
8245,363.66,144.3,25.0,23.67,5.0,62.55,73.6
8246,363.7,144.34,25.0,23.67,5.0,62.51,73.6
8247,363.7,144.48,25.0,23.67,5.0,62.28,73.6
8248,363.72,144.56,25.0,23.67,5.0,62.0,73.59
8249,363.87,144.6,25.0,23.67,5.0,61.73,73.54
8250,364.01,144.7,25.0,23.67,5.0,61.18,73.5
8251,364.06,144.74,25.0,23.67,5.0,61.33,73.5
8252,364.1,144.81,25.0,23.67,5.0,61.33,73.5
8253,364.1,144.89,25.0,23.67,5.0,61.33,73.5
8254,364.12,144.97,25.0,23.67,5.0,61.03,73.5
8255,364.27,144.99,25.0,23.67,5.0,60.6,73.5
8256,364.43,145.02,25.0,23.67,5.0,59.51,73.5
8257,364.68,145.13,25.0,23.67,5.0,58.63,73.5
8258,364.93,145.17,25.0,23.67,5.0,58.18,73.5
8259,365.18,145.16,25.0,23.67,5.0,57.38,73.5
8260,365.42,145.19,25.0,23.67,5.0,56.31,73.5
8261,365.62,145.26,25.0,23.67,5.0,55.16,73.5
8262,365.82,145.31,25.0,23.67,5.0,54.18,73.49
8263,366.02,145.29,25.0,23.67,5.0,53.52,73.44
8264,366.23,145.35,25.0,23.67,5.0,53.4,73.4
8265,366.48,145.35,25.0,23.67,5.0,53.73,73.4
8266,366.73,145.25,25.0,23.67,5.0,53.62,73.4
8267,366.98,145.13,25.0,23.67,5.0,53.68,73.4
8268,367.22,145.29,25.0,23.67,5.0,53.78,73.4
8269,367.37,145.34,25.0,23.67,5.0,54.13,73.4
8270,367.49,145.27,25.0,23.67,5.0,54.05,73.4
8271,367.39,145.14,25.0,23.67,5.0,54.18,73.4
8272,367.29,145.1,25.0,23.67,5.0,54.5,73.4
8273,367.19,145.06,25.0,23.67,5.0,54.71,73.4
8274,367.08,145.09,25.0,23.67,5.0,55.53,73.4
8275,366.88,145.01,25.0,23.67,5.0,56.78,73.4
8276,366.67,145.01,25.0,23.67,5.0,57.28,73.4
8277,366.37,145.08,25.0,23.67,5.0,57.38,73.4
8278,366.08,145.09,25.0,23.67,5.0,58.02,73.4
8279,365.88,145.08,25.0,23.67,5.0,58.95,73.4
8280,365.67,145.03,25.0,23.67,5.0,59.18,73.39
8281,365.37,145.12,25.0,23.67,5.0,60.2,73.34
8282,365.07,145.24,25.0,23.67,5.0,61.12,73.3
8283,364.77,145.31,25.0,23.67,5.0,61.63,73.3
8284,364.47,145.26,25.0,23.67,5.0,61.48,73.3
8285,364.22,145.3,25.0,23.67,5.0,61.33,73.3
8286,363.99,145.3,25.0,23.67,5.0,61.33,73.3
8287,363.89,145.47,25.0,23.67,5.0,61.63,73.3
8288,363.77,145.67,25.0,23.67,5.0,62.66,73.3
8289,363.52,145.76,25.0,23.67,5.0,64.53,73.3
8290,363.26,145.72,25.0,23.67,5.0,65.05,73.3
8291,362.91,145.76,25.0,23.67,5.0,65.05,73.3
8292,362.58,145.86,25.0,23.67,5.0,65.05,73.29
8293,362.38,145.94,25.0,23.67,5.0,65.38,73.24
8294,362.17,146.04,25.0,23.67,5.0,66.01,73.2
8295,361.87,146.17,25.0,23.67,5.0,66.67,73.2
8296,361.58,146.25,25.0,23.67,5.0,67.55,73.2
8297,361.43,146.36,25.0,23.67,5.0,67.83,73.2
8298,361.29,146.43,25.0,23.67,5.0,67.83,73.2
8299,361.19,146.57,25.0,23.67,5.0,67.83,73.2
8300,361.11,146.72,25.0,23.67,5.0,67.55,73.2
8301,361.21,146.83,25.0,23.67,5.0,67.55,73.2
8302,361.29,146.88,25.0,23.67,5.0,67.23,73.2
8303,361.24,147.04,25.0,23.67,5.0,66.97,73.2
8304,361.21,147.27,25.0,23.67,5.0,66.9,73.19
8305,361.26,147.37,25.0,23.67,5.0,67.02,73.14
8306,361.31,147.48,25.0,23.67,5.0,67.02,73.1
8307,361.36,147.54,25.0,23.67,5.0,66.9,73.1
8308,361.4,147.71,25.0,23.67,5.0,66.9,73.1
8309,361.4,147.9,25.0,23.67,5.0,67.23,73.1
8310,361.39,148.01,25.0,23.67,5.0,67.23,73.1
8311,361.29,147.92,25.0,23.67,5.0,67.23,73.1
8312,361.21,148.03,25.0,23.67,5.0,66.9,73.1
8313,361.26,148.25,25.0,23.67,5.0,66.97,73.1
8314,361.29,148.41,25.0,23.67,5.0,67.23,73.1
8315,361.19,148.48,25.0,23.67,5.0,66.9,73.1
8316,361.11,148.62,25.0,23.67,5.0,66.9,73.09
8317,361.21,148.79,25.0,23.67,5.0,66.6,73.04
8318,361.32,148.82,25.0,23.67,5.0,66.26,73.0
8319,361.47,148.9,25.0,23.67,5.0,65.49,73.0
8320,361.62,148.96,25.0,23.67,5.0,64.38,73.0
8321,361.82,149.11,25.0,23.67,5.0,62.99,73.0
8322,362.03,149.19,25.0,23.67,5.0,61.95,73.0
8323,362.28,149.33,25.0,23.67,5.0,61.63,73.0
8324,362.52,149.44,25.0,23.67,5.0,60.7,73.0
8325,362.72,149.48,25.0,23.67,5.0,60.7,73.0
8326,362.92,149.44,25.0,23.67,5.0,60.7,73.0
8327,363.12,149.54,25.0,23.67,5.0,61.21,73.0
8328,363.28,149.64,25.0,23.67,5.0,61.7,72.99
8329,363.13,149.7,25.0,23.67,5.0,63.64,72.94
8330,362.98,149.7,25.0,23.67,5.0,65.05,72.9
8331,362.83,149.8,25.0,23.67,5.0,66.12,72.9
8332,362.71,149.93,25.0,23.67,5.0,67.3,72.9
8333,362.81,149.98,25.0,23.67,5.0,68.54,72.9
8334,362.91,150.03,25.0,23.67,5.0,69.08,72.9
8335,363.01,150.12,25.0,23.67,5.0,70.07,72.9
8336,363.12,150.15,25.0,23.67,5.0,71.0,72.9
8337,363.27,150.13,25.0,23.67,5.0,71.25,72.9
8338,363.41,150.18,25.0,23.67,5.0,71.25,72.9
8339,363.51,150.2,25.0,23.67,5.0,71.25,72.9
8340,363.59,150.25,25.0,23.67,5.0,71.25,72.9
8341,363.54,150.29,25.0,23.67,5.0,71.25,72.9
8342,363.5,150.23,25.0,23.67,5.0,71.25,72.89
8343,363.5,150.31,25.0,23.67,5.0,71.25,72.84
8344,363.55,150.4,25.0,23.67,5.0,71.25,72.8
8345,364.0,150.39,25.0,23.67,5.0,71.25,72.8
8346,364.37,150.34,25.0,23.67,5.0,70.93,72.8
8347,364.07,150.44,25.0,23.67,5.0,70.93,72.8
8348,363.87,150.53,25.0,23.67,5.0,71.08,72.8
8349,364.47,150.64,25.0,23.67,5.0,71.25,72.8
8350,364.98,150.59,25.0,23.67,5.0,71.25,72.8
8351,364.83,150.55,25.0,23.67,5.0,71.37,72.8
8352,364.73,150.52,25.0,23.67,5.0,71.58,72.8
8353,364.98,150.62,25.0,23.67,5.0,71.94,72.8
8354,365.21,150.65,25.0,23.67,5.0,72.21,72.8
8355,365.31,150.72,25.0,23.67,5.0,72.89,72.8
8356,365.39,150.67,25.0,23.67,5.0,73.54,72.79
8357,365.29,150.56,25.0,23.67,5.0,72.83,72.74
8358,365.22,150.62,25.0,23.67,5.0,71.96,72.7
8359,365.37,150.69,25.0,23.67,5.0,69.61,72.7
8360,365.5,150.72,25.0,23.67,5.0,67.27,72.7
8361,365.5,150.73,25.0,23.67,5.0,64.84,72.7
8362,365.49,150.71,25.0,23.67,5.0,64.13,72.7
8363,365.44,150.7,25.0,23.67,5.0,63.5,72.7
8364,365.41,150.71,25.0,23.67,5.0,63.5,72.7
8365,365.46,150.73,25.0,23.67,5.0,64.2,72.7
8366,365.49,150.73,25.0,23.67,5.0,66.05,72.7
8367,365.44,150.7,25.0,23.67,5.0,66.97,72.7
8368,365.41,150.66,25.0,23.67,5.0,67.23,72.7
8369,365.46,150.68,25.0,23.67,5.0,67.83,72.7
8370,365.48,150.67,25.0,23.67,5.0,68.48,72.7
8371,365.33,150.55,25.0,23.67,5.0,68.75,72.7
8372,365.21,150.57,25.0,23.67,5.0,69.73,72.69
8373,365.31,150.68,25.0,23.67,5.0,70.71,72.64
8374,365.4,150.71,25.0,23.67,5.0,72.89,72.6
8375,365.4,150.64,25.0,23.67,5.0,74.35,72.6
8376,365.39,150.59,25.0,23.67,5.0,74.65,72.6
8377,365.29,150.62,25.0,23.67,5.0,74.68,72.6
8378,365.2,150.63,25.0,23.67,5.0,74.68,72.6
8379,365.2,150.59,25.0,23.67,5.0,74.68,72.6
8380,365.19,150.55,25.0,23.67,5.0,74.68,72.6
8381,365.14,150.58,25.0,23.67,5.0,74.85,72.6
8382,365.12,150.63,25.0,23.67,5.0,75.14,72.6
8383,365.27,150.67,25.0,23.67,5.0,75.93,72.6
8384,365.4,150.65,25.0,23.67,5.0,76.2,72.6
8385,365.4,150.66,25.0,23.67,5.0,76.22,72.6
8386,365.39,150.71,25.0,23.67,5.0,76.85,72.6
8387,365.34,150.72,25.0,23.67,5.0,77.15,72.6
8388,365.3,150.72,25.0,23.67,5.0,77.78,72.6
8389,365.3,150.73,25.0,23.67,5.0,78.55,72.6
8390,365.31,150.69,25.0,23.67,5.0,78.7,72.59
8391,365.36,150.65,25.0,23.67,5.0,78.68,72.54
8392,365.4,150.67,25.0,23.67,5.0,78.7,72.5
8393,365.4,150.65,25.0,23.67,5.0,78.7,72.5
8394,365.4,150.67,25.0,23.67,5.0,78.7,72.5
8395,365.4,150.7,25.0,23.67,5.0,78.53,72.5
8396,365.4,150.73,25.0,23.67,5.0,78.51,72.5
8397,365.4,150.7,25.0,23.67,5.0,78.38,72.5
8398,365.39,150.7,25.0,23.67,5.0,78.38,72.5
8399,365.34,150.71,25.0,23.67,5.0,78.38,72.5
8400,365.3,150.73,25.0,23.67,5.0,78.53,72.5
8401,365.3,150.69,25.0,23.67,5.0,78.53,72.5
8402,365.3,150.67,25.0,23.67,5.0,78.38,72.5
8403,365.3,150.69,25.0,23.67,5.0,78.38,72.5
8404,365.3,150.74,25.0,23.67,5.0,78.39,72.5
8405,365.3,150.73,25.0,23.67,5.0,78.7,72.5
8406,365.31,150.76,25.0,23.67,5.0,78.71,72.49
8407,365.36,150.82,25.0,23.67,5.0,78.85,72.44
8408,365.39,150.78,25.0,23.67,5.0,78.84,72.4
8409,365.34,150.79,25.0,23.67,5.0,78.69,72.4
8410,365.31,150.87,25.0,23.67,5.0,79.29,72.4
